merchant_id,customer_id,amount,currency,payment_method,failure_type,retry_count,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_total_spend,days_since_last_success,checkout_duration_seconds,hour_of_day,day_of_week,merchant_category,customer_segment,recovered_within_window
merch_3,cust_502,16963.7,INR,upi,INSUFFICIENT_FUNDS,0,5,4,1,0.8674,16637.64,13.2,59.1,0,3,ecommerce,at_risk,0
merch_6,cust_977,1721.65,INR,card,TRANSIENT_NETWORK_TIMEOUT,3,24,21,3,0.8765,88582.23,34.5,167.4,4,5,education,regular,1
merch_5,cust_334,332.84,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,1,2,2,0,0.9467,5727.27,6.2,52.1,22,1,saas,regular,1
merch_5,cust_284,1026.64,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,40,29,11,0.715,57012.1,5.2,44.7,13,0,gaming,new,1
merch_15,cust_475,11113.24,INR,emi,TRANSIENT_NETWORK_TIMEOUT,0,49,31,18,0.6256,129663.8,5.6,44.9,1,3,saas,at_risk,1
merch_17,cust_54,1670.34,INR,emi,INSUFFICIENT_FUNDS,1,35,28,7,0.7891,27170.72,7.6,33.4,20,5,education,new,1
merch_9,cust_458,516.45,INR,wallet,INSUFFICIENT_FUNDS,0,33,27,6,0.8066,129663.27,6.8,61.1,10,1,utility,regular,1
merch_3,cust_579,3197.2,INR,card,TRANSIENT_NETWORK_TIMEOUT,3,42,25,17,0.5973,50178.4,5.8,54.1,23,2,gaming,regular,0
merch_20,cust_420,2478.98,INR,upi,INSUFFICIENT_FUNDS,0,32,24,8,0.7481,26205.43,0.9,59.8,18,6,gaming,regular,1
merch_17,cust_614,275.77,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,32,29,3,0.8959,111528.87,11.8,42.8,12,2,gaming,regular,1
merch_10,cust_632,2161.22,INR,upi,RISK_REJECTED,1,16,11,5,0.6727,27360.97,29.6,39.8,10,4,ecommerce,at_risk,0
merch_3,cust_703,3557.12,INR,upi,INSUFFICIENT_FUNDS,1,45,43,2,0.9616,123017.38,1.5,74.9,5,1,education,new,1
merch_18,cust_409,977.02,INR,wallet,INSUFFICIENT_FUNDS,1,38,12,26,0.3179,8171.57,7.6,23.2,7,2,gaming,vip,1
merch_18,cust_982,515.12,INR,card,INSUFFICIENT_FUNDS,0,45,35,10,0.7888,67048.07,13.4,48.0,14,5,saas,vip,1
merch_17,cust_304,7053.42,INR,upi,INSUFFICIENT_FUNDS,0,44,32,12,0.7275,47881.79,8.6,39.5,19,1,utility,at_risk,0
merch_3,cust_935,3487.09,INR,upi,AUTHENTICATION_FAILED,0,23,21,2,0.9161,49665.21,10.9,86.5,0,5,education,new,1
merch_3,cust_559,640.53,INR,card,INVALID_ACCOUNT,1,26,20,6,0.7701,16929.42,3.1,74.1,13,1,saas,regular,0
merch_6,cust_222,3521.46,INR,netbanking,INSUFFICIENT_FUNDS,1,5,4,1,0.8104,6306.58,39.9,29.6,16,2,ecommerce,regular,0
merch_13,cust_533,4701.47,INR,upi,INSUFFICIENT_FUNDS,2,7,4,3,0.5602,5189.92,5.3,22.5,5,3,gaming,regular,0
merch_15,cust_158,3235.45,INR,upi,INSUFFICIENT_FUNDS,1,34,29,5,0.8467,52857.14,5.0,65.6,1,3,saas,new,1
merch_9,cust_348,482.16,INR,card,INSUFFICIENT_FUNDS,0,50,29,21,0.5891,77276.02,8.6,69.5,8,4,education,regular,1
merch_4,cust_159,516.34,INR,upi,CARD_EXPIRED,1,10,9,1,0.9054,43347.09,1.2,78.8,2,1,saas,new,0
merch_14,cust_889,211.68,INR,upi,INSUFFICIENT_FUNDS,3,22,14,8,0.618,38026.45,55.1,30.5,21,1,ecommerce,regular,0
merch_5,cust_884,983.02,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,21,18,3,0.8681,86213.93,9.3,32.1,19,1,utility,regular,1
merch_2,cust_922,265.26,INR,card,INSUFFICIENT_FUNDS,1,19,16,3,0.8254,37908.44,8.2,80.6,23,2,gaming,regular,1
merch_11,cust_235,5777.1,INR,card,RISK_REJECTED,0,42,39,3,0.9394,30754.91,46.2,69.3,14,2,education,at_risk,0
merch_9,cust_662,104.34,INR,netbanking,CARD_EXPIRED,0,39,19,20,0.4892,27477.16,8.3,33.3,3,1,gaming,at_risk,1
merch_3,cust_405,3094.74,INR,card,AUTHENTICATION_FAILED,0,45,28,17,0.6133,62854.25,24.9,20.0,7,4,gaming,new,0
merch_9,cust_257,5859.49,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,25,20,5,0.797,97956.76,1.3,19.1,1,4,gaming,at_risk,1
merch_3,cust_677,7933.72,INR,netbanking,AUTHENTICATION_FAILED,2,13,11,2,0.8282,45583.78,2.6,54.3,1,1,saas,new,0
merch_2,cust_589,1893.48,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,43,24,19,0.56,19568.13,10.1,44.4,13,0,saas,regular,1
merch_12,cust_597,3445.07,INR,upi,INSUFFICIENT_FUNDS,3,19,7,12,0.3546,8969.15,46.1,99.1,12,5,utility,new,0
merch_10,cust_558,10617.73,INR,netbanking,INSUFFICIENT_FUNDS,3,7,5,2,0.7737,15675.58,17.7,82.9,15,3,ecommerce,regular,0
merch_9,cust_905,3947.44,INR,wallet,INVALID_ACCOUNT,3,31,26,5,0.847,125637.07,2.7,50.4,4,0,education,regular,0
merch_15,cust_913,8147.49,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,2,1,1,0.3671,2343.92,42.1,57.6,2,5,saas,regular,1
merch_8,cust_47,4085.28,INR,card,AUTHENTICATION_FAILED,0,44,28,16,0.6322,118816.45,9.3,69.7,6,1,gaming,regular,0
merch_5,cust_213,296.47,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,45,36,9,0.795,70889.82,13.9,20.3,3,4,ecommerce,new,1
merch_11,cust_479,817.39,INR,upi,AUTHENTICATION_FAILED,3,4,3,1,0.7493,4127.95,59.4,10.4,16,1,education,vip,1
merch_2,cust_487,9923.35,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,1,1,0,0.594,1935.5,16.2,43.7,15,3,education,vip,1
merch_15,cust_571,6558.69,INR,upi,RISK_REJECTED,1,47,30,17,0.6415,98759.57,10.1,46.6,14,6,education,new,0
merch_6,cust_566,1973.01,INR,upi,AUTHENTICATION_FAILED,0,50,31,19,0.6121,97981.65,26.1,35.1,4,1,education,new,1
merch_8,cust_342,664.93,INR,card,TRANSIENT_NETWORK_TIMEOUT,3,23,17,6,0.7405,42689.53,41.9,29.0,10,0,utility,regular,1
merch_5,cust_524,648.47,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,3,47,31,16,0.6593,111523.41,53.9,44.4,11,0,education,regular,1
merch_16,cust_704,8283.49,INR,netbanking,INSUFFICIENT_FUNDS,0,17,13,4,0.7654,20408.91,57.3,67.0,18,3,ecommerce,regular,1
merch_18,cust_503,686.2,INR,emi,TRANSIENT_NETWORK_TIMEOUT,0,22,20,2,0.9157,17269.22,8.0,41.8,8,0,saas,new,1
merch_6,cust_6,1758.76,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,35,29,6,0.8408,94764.77,19.6,14.9,10,1,ecommerce,new,1
merch_5,cust_821,8137.31,INR,card,INSUFFICIENT_FUNDS,1,8,5,3,0.6226,5640.58,17.8,66.1,18,4,gaming,vip,1
merch_16,cust_144,169.02,INR,netbanking,AUTHENTICATION_FAILED,0,7,5,2,0.7053,14017.73,0.4,66.1,1,4,utility,at_risk,1
merch_13,cust_858,3536.9,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,1,1,0,0.6681,2030.91,11.4,46.7,15,2,utility,regular,0
merch_5,cust_261,1560.95,INR,upi,INSUFFICIENT_FUNDS,1,25,19,6,0.7469,12272.4,13.6,39.6,4,6,gaming,regular,1
merch_13,cust_585,449.16,INR,upi,AUTHENTICATION_FAILED,0,24,9,15,0.3668,23220.18,1.9,32.5,8,1,ecommerce,regular,1
merch_17,cust_686,2983.8,INR,wallet,INVALID_ACCOUNT,1,50,46,4,0.9171,204465.2,38.0,59.8,9,2,ecommerce,regular,0
merch_18,cust_232,2371.89,INR,upi,CARD_EXPIRED,0,33,31,2,0.9492,138521.27,0.3,50.7,13,6,gaming,at_risk,0
merch_8,cust_270,415.66,INR,upi,INSUFFICIENT_FUNDS,1,11,9,2,0.8411,33932.28,1.6,20.0,0,4,education,vip,1
merch_13,cust_940,1138.14,INR,upi,CARD_EXPIRED,1,32,20,12,0.6219,53126.12,7.2,35.7,18,1,education,regular,0
merch_19,cust_447,4769.56,INR,wallet,INSUFFICIENT_FUNDS,0,29,26,3,0.8801,53468.83,69.6,97.4,20,6,saas,regular,1
merch_3,cust_874,4984.91,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,1,1,0,0.767,638.01,0.4,45.0,19,4,ecommerce,regular,1
merch_8,cust_222,3245.51,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,47,24,23,0.5013,89944.64,3.5,67.0,21,4,ecommerce,vip,1
merch_2,cust_52,459.78,INR,upi,CARD_EXPIRED,3,8,6,2,0.7225,27599.27,6.0,29.9,21,4,gaming,vip,0
merch_8,cust_116,6762.82,INR,card,INVALID_ACCOUNT,1,45,20,25,0.4358,62620.72,30.9,71.1,7,6,gaming,regular,0
merch_13,cust_538,713.57,INR,card,RISK_REJECTED,2,29,22,7,0.7495,109843.86,25.1,37.1,0,2,education,regular,0
merch_13,cust_565,4517.13,INR,upi,INSUFFICIENT_FUNDS,1,31,28,3,0.9086,96074.92,1.1,31.8,7,6,ecommerce,new,1
merch_1,cust_877,202.31,INR,emi,INSUFFICIENT_FUNDS,1,35,24,11,0.6965,29350.18,13.5,17.2,2,5,ecommerce,new,0
merch_6,cust_541,1461.24,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,1,7,4,3,0.5778,11079.52,35.7,44.7,15,4,utility,regular,1
merch_19,cust_19,2327.73,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,31,21,10,0.6934,63826.88,4.2,103.6,7,0,saas,regular,1
merch_16,cust_815,149.27,INR,upi,INSUFFICIENT_FUNDS,0,45,37,8,0.8205,147815.34,9.4,24.3,23,3,saas,new,1
merch_8,cust_392,708.71,INR,upi,AUTHENTICATION_FAILED,0,50,43,7,0.8664,150249.36,9.4,77.5,20,0,education,regular,1
merch_1,cust_791,1394.21,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,1,32,28,4,0.8596,20484.22,33.9,84.4,19,2,ecommerce,regular,1
merch_16,cust_629,14210.91,INR,upi,AUTHENTICATION_FAILED,1,30,28,2,0.9437,40473.58,4.4,45.4,3,0,utility,regular,0
merch_9,cust_618,5341.12,INR,upi,INSUFFICIENT_FUNDS,0,12,10,2,0.839,7601.88,6.2,46.1,5,6,ecommerce,new,1
merch_13,cust_419,6479.3,INR,card,INVALID_ACCOUNT,0,35,30,5,0.8597,75339.7,33.2,19.4,12,4,gaming,regular,0
merch_11,cust_991,3904.08,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,10,8,2,0.8084,18741.85,13.8,30.3,6,4,education,vip,1
merch_13,cust_309,1260.54,INR,upi,INSUFFICIENT_FUNDS,0,26,19,7,0.7164,50649.09,40.3,45.2,0,5,saas,vip,0
merch_10,cust_739,4375.9,INR,card,INSUFFICIENT_FUNDS,0,5,3,2,0.5756,14993.96,37.0,76.9,14,5,ecommerce,new,1
merch_4,cust_864,3970.22,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,23,15,8,0.6372,9141.11,14.2,38.4,14,0,education,vip,1
merch_6,cust_186,3345.19,INR,wallet,INSUFFICIENT_FUNDS,2,9,8,1,0.9202,38724.92,4.4,36.9,11,4,saas,regular,1
merch_7,cust_261,1289.98,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,33,28,5,0.8434,128034.41,7.1,44.7,4,5,ecommerce,regular,1
merch_5,cust_528,1119.1,INR,upi,INSUFFICIENT_FUNDS,1,37,20,17,0.5282,38346.24,9.9,41.5,0,4,utility,regular,1
merch_11,cust_273,1484.73,INR,card,INSUFFICIENT_FUNDS,0,30,22,8,0.7445,100909.79,1.7,162.0,23,0,education,regular,1
merch_13,cust_160,1360.9,INR,card,CARD_EXPIRED,3,33,17,16,0.5222,42051.76,4.0,45.5,17,6,ecommerce,vip,1
merch_19,cust_870,333.6,INR,card,AUTHENTICATION_FAILED,2,2,2,0,0.9839,8078.98,8.1,32.4,20,6,saas,regular,1
merch_10,cust_762,5723.13,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,42,29,13,0.6934,14850.79,22.9,42.1,23,2,saas,new,1
merch_10,cust_224,1663.0,INR,upi,INVALID_ACCOUNT,1,4,4,0,0.9198,18262.72,6.1,86.4,2,5,utility,regular,0
merch_11,cust_256,4342.2,INR,netbanking,CARD_EXPIRED,0,26,26,0,0.9907,86088.11,3.2,21.4,11,2,education,new,1
merch_7,cust_180,1199.4,INR,upi,INSUFFICIENT_FUNDS,1,30,26,4,0.8556,29753.36,26.8,69.3,17,6,education,vip,1
merch_18,cust_20,3274.7,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,35,18,17,0.5022,83143.7,28.1,54.3,23,2,ecommerce,new,1
merch_4,cust_624,173.51,INR,card,TRANSIENT_NETWORK_TIMEOUT,2,10,8,2,0.8439,5515.12,2.9,45.7,13,3,saas,at_risk,1
merch_2,cust_632,442.32,INR,upi,AUTHENTICATION_FAILED,0,31,25,6,0.7963,15311.96,7.4,60.0,18,5,saas,vip,1
merch_14,cust_706,1636.86,INR,netbanking,INSUFFICIENT_FUNDS,2,15,7,8,0.4553,32976.34,2.6,72.2,23,2,utility,at_risk,0
merch_13,cust_468,1145.44,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,0,21,9,12,0.4522,26850.13,29.1,72.7,18,4,utility,regular,0
merch_12,cust_623,1576.11,INR,upi,INSUFFICIENT_FUNDS,0,6,5,1,0.8752,4749.18,2.3,38.9,8,2,education,new,1
merch_7,cust_210,9392.19,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,1,1,1,0,0.8926,994.73,29.2,41.2,2,3,saas,regular,1
merch_2,cust_513,318.71,INR,upi,CARD_EXPIRED,0,10,9,1,0.8966,34436.89,2.4,19.2,18,4,ecommerce,regular,1
merch_13,cust_58,2224.4,INR,netbanking,CARD_EXPIRED,0,2,1,1,0.5963,3139.36,1.1,34.7,18,6,gaming,regular,0
merch_14,cust_93,823.38,INR,card,INSUFFICIENT_FUNDS,2,9,8,1,0.839,23639.59,0.9,14.4,17,6,ecommerce,regular,0
merch_17,cust_221,1589.32,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,17,11,6,0.666,38557.92,17.7,16.7,3,0,utility,new,0
merch_9,cust_723,4005.74,INR,upi,INSUFFICIENT_FUNDS,2,16,13,3,0.7856,47240.99,25.3,32.5,16,6,ecommerce,regular,1
merch_17,cust_940,12683.83,INR,upi,TRANSIENT_NETWORK_TIMEOUT,3,2,1,1,0.583,1787.45,8.1,17.2,23,3,saas,regular,0
merch_8,cust_232,4202.93,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,1,16,12,4,0.7634,59811.62,26.3,26.1,7,2,education,at_risk,1
merch_2,cust_774,7615.15,INR,card,AUTHENTICATION_FAILED,1,35,30,5,0.8534,23620.99,2.8,58.6,21,5,gaming,at_risk,1
merch_13,cust_364,607.55,INR,card,TRANSIENT_NETWORK_TIMEOUT,2,28,20,8,0.6985,80372.23,5.6,60.9,22,3,education,at_risk,1
merch_3,cust_615,750.52,INR,wallet,INSUFFICIENT_FUNDS,0,13,12,1,0.9407,20123.7,23.3,66.2,19,4,gaming,new,1
merch_16,cust_562,7377.92,INR,card,TRANSIENT_NETWORK_TIMEOUT,2,6,5,1,0.8245,22459.0,2.1,42.1,7,4,gaming,regular,1
merch_6,cust_374,3323.46,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,25,22,3,0.8866,23166.56,8.7,58.3,4,6,saas,regular,1
merch_19,cust_622,5547.77,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,39,21,18,0.549,104044.65,2.0,19.8,15,5,saas,regular,1
merch_7,cust_456,932.47,INR,wallet,INSUFFICIENT_FUNDS,3,26,22,4,0.8444,57721.35,3.8,81.6,18,2,utility,at_risk,0
merch_10,cust_88,1550.18,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,44,17,27,0.3843,37629.12,13.8,34.1,13,4,utility,regular,1
merch_9,cust_20,345.77,INR,card,CARD_EXPIRED,0,46,36,10,0.78,36066.02,17.3,90.8,12,5,gaming,regular,0
merch_2,cust_14,7957.85,INR,emi,INSUFFICIENT_FUNDS,0,15,9,6,0.6135,18453.66,4.1,76.5,12,2,utility,regular,0
merch_15,cust_133,11010.87,INR,upi,INSUFFICIENT_FUNDS,0,2,2,0,0.7834,3189.85,16.7,29.3,9,2,saas,regular,1
merch_5,cust_937,6868.56,INR,upi,RISK_REJECTED,0,22,20,2,0.8886,94754.19,50.0,58.6,22,0,utility,regular,0
merch_4,cust_808,2061.79,INR,card,INSUFFICIENT_FUNDS,0,42,27,15,0.646,94102.48,3.1,16.2,19,0,gaming,regular,1
merch_20,cust_34,1510.33,INR,upi,INSUFFICIENT_FUNDS,0,28,13,15,0.4703,27109.08,0.6,36.5,4,5,education,vip,1
merch_4,cust_892,2223.55,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,17,12,5,0.6877,11016.39,7.1,23.4,19,0,ecommerce,regular,1
merch_18,cust_208,3602.69,INR,card,CARD_EXPIRED,1,23,17,6,0.723,46609.66,10.9,43.0,14,5,utility,new,0
merch_4,cust_813,2026.68,INR,upi,INSUFFICIENT_FUNDS,0,15,12,3,0.8051,46973.2,3.9,41.7,1,4,saas,new,1
merch_17,cust_199,1966.34,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,38,24,14,0.6375,101698.42,5.3,29.0,15,0,education,regular,1
merch_12,cust_592,2023.8,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,34,14,20,0.4205,40979.33,0.2,12.0,22,0,saas,at_risk,1
merch_17,cust_583,4826.92,INR,upi,INSUFFICIENT_FUNDS,1,30,24,6,0.7839,119402.82,8.2,23.1,16,3,utility,new,1
merch_10,cust_155,5459.19,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,1,1,0,0.7856,2534.26,17.2,119.2,21,3,gaming,vip,1
merch_1,cust_590,7205.3,INR,netbanking,AUTHENTICATION_FAILED,0,41,37,4,0.8971,32133.71,36.0,37.6,15,4,ecommerce,new,0
merch_18,cust_78,1024.31,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,16,9,7,0.5341,16229.1,13.6,31.9,10,6,ecommerce,new,0
merch_18,cust_172,649.86,INR,upi,INSUFFICIENT_FUNDS,0,25,22,3,0.8872,76050.28,15.0,51.8,10,6,education,regular,0
merch_14,cust_289,1531.6,INR,emi,TRANSIENT_NETWORK_TIMEOUT,1,48,40,8,0.8295,132757.05,28.0,41.9,21,0,ecommerce,vip,1
merch_15,cust_545,1959.25,INR,emi,INSUFFICIENT_FUNDS,2,46,33,13,0.7135,65878.51,43.4,47.8,16,3,gaming,regular,0
merch_12,cust_812,4285.76,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,23,21,2,0.9009,94404.86,5.6,67.9,0,1,saas,new,1
merch_4,cust_788,5014.86,INR,upi,INSUFFICIENT_FUNDS,0,33,19,14,0.5863,31859.74,15.5,27.4,13,1,gaming,regular,1
merch_3,cust_879,14556.68,INR,card,INVALID_ACCOUNT,2,34,21,13,0.6044,36889.08,8.9,35.3,3,1,education,new,0
merch_20,cust_420,1713.11,INR,card,CARD_EXPIRED,1,9,6,3,0.6982,16887.87,16.2,27.8,19,5,education,regular,1
merch_12,cust_7,1852.62,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,1,16,13,3,0.8171,32029.65,9.8,54.0,12,0,ecommerce,regular,1
merch_7,cust_160,2783.71,INR,upi,INSUFFICIENT_FUNDS,3,37,12,25,0.3367,32171.69,0.4,33.1,5,4,gaming,regular,0
merch_11,cust_240,6058.32,INR,upi,INSUFFICIENT_FUNDS,3,50,36,14,0.7115,122635.44,15.8,31.2,12,4,saas,regular,1
merch_1,cust_963,3835.46,INR,card,RISK_REJECTED,0,48,28,20,0.5889,133969.52,11.7,50.4,20,1,gaming,new,0
merch_6,cust_423,3025.61,INR,card,AUTHENTICATION_FAILED,1,5,1,4,0.2616,3313.16,10.9,86.7,15,3,saas,new,1
merch_15,cust_989,3705.65,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,49,39,10,0.7937,69413.26,36.2,56.9,8,2,saas,regular,1
merch_15,cust_536,2235.62,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,42,25,17,0.5999,123743.57,19.9,54.0,13,5,gaming,regular,1
merch_19,cust_726,5031.13,INR,card,AUTHENTICATION_FAILED,0,12,10,2,0.8327,43752.3,0.8,73.8,11,3,utility,new,1
merch_11,cust_70,323.98,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,5,4,1,0.8002,8524.59,11.7,50.5,7,3,gaming,new,1
merch_2,cust_880,2539.76,INR,card,INVALID_ACCOUNT,1,23,20,3,0.8699,50416.85,5.4,28.7,15,1,saas,new,0
merch_14,cust_216,5800.08,INR,upi,RISK_REJECTED,0,8,3,5,0.3373,3516.4,4.1,41.0,17,3,education,regular,0
merch_2,cust_104,1310.98,INR,card,AUTHENTICATION_FAILED,0,43,39,4,0.9099,104093.07,32.0,18.4,22,1,education,at_risk,1
merch_4,cust_727,6539.57,INR,emi,TRANSIENT_NETWORK_TIMEOUT,0,35,16,19,0.4487,37129.28,40.3,33.3,3,0,ecommerce,new,1
merch_17,cust_54,5394.8,INR,card,INSUFFICIENT_FUNDS,0,16,14,2,0.847,60532.23,0.7,55.2,19,0,education,vip,1
merch_3,cust_806,3091.83,INR,upi,INSUFFICIENT_FUNDS,2,20,17,3,0.8394,31195.67,3.8,87.9,6,4,utility,regular,1
merch_13,cust_330,1066.93,INR,upi,AUTHENTICATION_FAILED,3,28,27,1,0.9617,96056.49,22.8,32.5,5,3,saas,regular,0
merch_9,cust_848,6958.35,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,30,29,1,0.9576,41994.39,19.6,93.4,6,1,gaming,new,0
merch_7,cust_203,156.49,INR,upi,INSUFFICIENT_FUNDS,0,11,10,1,0.8898,21088.87,2.9,65.2,23,1,gaming,vip,1
merch_15,cust_288,3192.11,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,50,40,10,0.808,98246.5,6.6,52.1,22,3,utility,regular,1
merch_11,cust_45,5390.49,INR,card,TRANSIENT_NETWORK_TIMEOUT,2,17,9,8,0.5366,44470.51,14.0,32.6,9,3,education,regular,1
merch_20,cust_829,2375.3,INR,card,RISK_REJECTED,0,10,9,1,0.947,32398.59,32.9,61.3,7,0,saas,vip,0
merch_2,cust_198,429.89,INR,upi,INVALID_ACCOUNT,0,24,11,13,0.4544,25011.96,3.8,57.7,23,2,education,regular,0
merch_15,cust_216,6334.8,INR,upi,AUTHENTICATION_FAILED,0,31,17,14,0.5569,59546.03,18.7,30.5,4,0,ecommerce,new,0
merch_14,cust_481,8442.52,INR,upi,INVALID_ACCOUNT,0,11,8,3,0.7598,5869.09,1.9,17.5,17,1,education,regular,0
merch_20,cust_309,2949.86,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,47,30,17,0.6358,40211.97,11.6,37.8,11,2,ecommerce,regular,0
merch_11,cust_896,5465.16,INR,netbanking,INSUFFICIENT_FUNDS,2,8,5,3,0.5718,20542.26,16.2,89.9,0,3,gaming,regular,0
merch_3,cust_435,3352.05,INR,netbanking,INSUFFICIENT_FUNDS,0,31,18,13,0.5808,87208.64,54.6,31.2,2,3,saas,regular,1
merch_17,cust_332,3030.72,INR,emi,INSUFFICIENT_FUNDS,0,37,31,6,0.8381,103065.35,2.3,26.1,8,3,ecommerce,regular,0
merch_12,cust_696,540.52,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,37,23,14,0.6316,33506.64,3.2,42.9,14,5,education,vip,1
merch_15,cust_27,2059.38,INR,card,CARD_EXPIRED,2,33,27,6,0.8085,127096.78,13.2,47.5,1,4,education,regular,0
merch_16,cust_166,4024.85,INR,upi,INSUFFICIENT_FUNDS,2,9,5,4,0.5656,5067.66,102.3,31.4,1,6,gaming,new,0
merch_5,cust_318,2171.07,INR,upi,AUTHENTICATION_FAILED,1,46,23,23,0.5083,79769.92,12.7,38.8,7,6,utility,regular,1
merch_20,cust_274,3416.01,INR,card,AUTHENTICATION_FAILED,1,3,3,0,0.9362,7328.94,10.4,50.9,14,4,utility,new,0
merch_6,cust_383,7931.91,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,49,22,27,0.4576,107091.47,22.4,35.4,14,6,education,regular,1
merch_19,cust_365,1646.2,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,0,13,8,5,0.5865,17045.07,16.0,17.1,1,2,utility,vip,1
merch_5,cust_103,6220.83,INR,upi,CARD_EXPIRED,0,28,23,5,0.8361,59758.22,4.2,30.5,13,4,saas,new,1
merch_3,cust_960,153.16,INR,emi,INSUFFICIENT_FUNDS,3,24,20,4,0.8333,87259.65,7.1,44.6,1,4,utility,vip,1
merch_1,cust_503,6752.6,INR,upi,CARD_EXPIRED,1,10,7,3,0.7275,13410.11,16.2,35.0,19,0,saas,at_risk,0
merch_6,cust_845,444.83,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,42,30,12,0.7217,69492.54,21.9,40.8,16,3,education,regular,1
merch_15,cust_373,1407.24,INR,wallet,CARD_EXPIRED,0,37,19,18,0.5246,55524.86,28.5,38.4,7,2,education,regular,0
merch_2,cust_616,2571.42,INR,upi,CARD_EXPIRED,0,15,12,3,0.8265,36645.51,8.1,45.3,20,0,education,vip,0
merch_3,cust_926,3724.73,INR,wallet,INSUFFICIENT_FUNDS,0,42,34,8,0.8034,34354.03,8.2,41.3,14,2,gaming,new,1
merch_17,cust_245,10759.97,INR,upi,INSUFFICIENT_FUNDS,1,28,25,3,0.9021,48228.91,7.7,21.0,20,3,utility,at_risk,1
merch_12,cust_817,1333.69,INR,card,INSUFFICIENT_FUNDS,2,37,21,16,0.569,30017.61,5.9,28.7,7,2,ecommerce,vip,1
merch_18,cust_169,362.24,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,1,0,1,0.4078,0.0,41.9,21.9,12,2,ecommerce,regular,1
merch_15,cust_628,2199.11,INR,upi,AUTHENTICATION_FAILED,0,13,10,3,0.8055,17377.86,1.3,45.7,23,4,education,vip,0
merch_12,cust_653,1532.35,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,4,3,1,0.6412,1684.99,0.3,120.8,0,2,utility,new,1
merch_16,cust_418,3258.06,INR,upi,CARD_EXPIRED,0,40,27,13,0.6779,26160.48,26.4,40.3,17,4,saas,regular,0
merch_8,cust_356,9013.95,INR,upi,CARD_EXPIRED,0,30,24,6,0.7882,67971.47,3.7,83.5,13,4,ecommerce,regular,0
merch_14,cust_478,3658.58,INR,netbanking,AUTHENTICATION_FAILED,0,3,2,1,0.725,6820.2,0.9,45.1,8,3,education,vip,1
merch_17,cust_125,3069.74,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,2,20,15,5,0.7626,12735.97,2.8,36.1,16,6,ecommerce,new,0
merch_8,cust_537,1038.66,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,35,32,3,0.9157,21489.76,3.0,55.1,5,5,ecommerce,regular,1
merch_15,cust_706,1126.47,INR,upi,CARD_EXPIRED,2,27,24,3,0.9003,53061.61,10.3,24.6,5,2,ecommerce,new,0
